date,600094.XSHG,600160.XSHG,600008.XSHG,600903.XSHG,000959.XSHE,600970.XSHG,002302.XSHE,600823.XSHG,002503.XSHE,600664.XSHG
2016-04-21,8.18,11.85,8.03,,4.54,9.95,14.91,9.93,11.83,8.38
2016-04-22,8.18,11.93,8.11,,4.48,10.0,14.99,10.06,12.05,8.46
2016-04-25,8.18,11.33,8.13,,4.46,9.97,14.96,9.97,12.3,8.34
2016-04-26,9.0,11.35,8.18,,4.4,9.97,15.1,10.14,12.85,8.58
2016-04-27,9.64,11.14,8.08,,4.34,9.9,15.13,10.12,12.77,8.36
2016-04-28,9.3,11.06,8.16,,4.32,9.74,15.2,10.17,12.96,8.42
2016-04-29,9.26,10.91,8.12,,4.33,9.74,15.58,10.09,12.85,8.44
2016-05-03,9.38,11.32,8.32,,4.4,10.01,15.88,10.25,13.16,8.45
2016-05-04,9.92,11.18,8.3,,4.35,9.96,7.71,10.19,12.78,8.31
2016-05-05,10.53,11.21,8.4,,4.37,10.17,7.97,10.21,12.8,8.37
2016-05-06,10.59,10.37,8.22,,4.16,9.78,7.66,9.93,12.22,8.5
2016-05-09,10.4,9.92,7.91,,3.89,9.27,7.39,9.64,11.93,8.39
2016-05-10,10.28,9.96,7.95,,3.86,9.32,7.28,9.6,12.04,8.57
2016-05-11,10.03,9.81,7.96,,3.83,9.36,7.19,9.58,12.19,8.55
2016-05-12,10.12,9.7,7.88,,3.99,9.45,7.12,9.52,12.15,8.17
2016-05-13,9.95,10.09,7.88,,3.95,9.32,6.98,9.48,12.0,8.16
2016-05-16,10.03,10.21,7.99,,3.94,9.49,7.06,9.7,12.26,8.13
2016-05-17,10.41,9.99,8.34,,3.98,9.42,6.98,9.86,12.01,8.09
2016-05-18,10.06,9.56,8.17,,3.88,9.22,6.64,9.58,11.86,8.04
2016-05-19,10.06,9.6,8.16,,3.91,9.23,6.7,9.55,11.99,8.22
2016-05-20,10.12,10.06,8.12,,3.88,9.26,6.78,9.64,12.05,8.22
2016-05-23,10.07,10.04,4.07,,3.87,9.42,6.92,9.69,12.05,8.23
2016-05-24,9.72,9.99,3.91,,3.82,9.52,6.76,9.6,12.06,8.19
2016-05-25,9.51,9.84,3.87,,3.8,9.47,6.75,9.58,12.09,8.18
2016-05-26,9.58,9.9,3.87,,3.77,9.5,6.79,9.57,12.06,8.01
2016-05-27,9.42,9.79,3.83,,3.76,9.46,6.81,9.59,12.05,8.04
2016-05-30,9.16,9.56,3.83,,3.77,6.15,6.73,9.56,11.94,8.0
2016-05-31,9.49,10.05,4.0,,3.87,6.39,7.0,9.89,12.28,8.23
2016-06-01,9.47,10.08,4.01,,3.86,6.42,7.16,9.84,12.32,8.27
2016-06-02,9.59,10.4,4.0,,3.89,6.37,7.19,9.89,12.31,8.29
2016-06-03,9.49,10.26,3.99,,3.87,6.37,7.25,9.91,12.34,8.46
2016-06-06,9.99,10.41,3.97,,3.85,6.34,7.19,9.88,12.25,8.47
2016-06-07,9.94,10.29,3.97,,3.8,6.35,7.16,9.97,12.17,8.59
2016-06-08,9.79,10.17,3.94,,3.78,6.33,7.1,9.95,11.95,8.4
2016-06-13,9.22,9.42,3.78,,3.71,6.44,6.92,9.64,11.55,8.1
2016-06-14,9.33,9.51,3.79,,3.68,6.28,6.85,9.66,11.63,8.13
2016-06-15,9.45,9.88,3.84,,3.73,6.41,7.02,9.82,11.8,8.22
2016-06-16,9.31,9.93,3.77,,3.68,6.32,7.0,6.85,11.72,8.13
2016-06-17,9.3,10.39,3.78,,3.77,6.28,7.03,6.84,11.68,8.27
2016-06-20,9.24,10.43,3.76,,3.69,6.28,7.02,6.84,11.48,8.22
2016-06-21,9.59,10.79,3.79,,3.64,6.26,6.96,6.81,11.46,8.26
2016-06-22,9.93,10.79,3.91,,3.67,6.3,7.19,6.85,11.54,8.24
2016-06-23,9.81,10.51,3.99,,3.66,6.24,7.1,6.79,11.46,8.19
2016-06-24,9.61,10.2,3.87,,3.58,6.16,6.97,6.69,11.48,8.19
2016-06-27,9.7,10.7,3.9,,3.75,6.27,7.14,6.78,11.56,8.2
2016-06-28,9.7,10.72,3.93,,3.71,6.31,7.14,6.77,11.82,8.24
2016-06-29,9.61,10.74,3.93,,3.7,6.35,7.16,6.82,11.78,8.33
2016-06-30,9.5,10.63,3.89,,3.7,6.3,7.22,6.79,12.42,8.29
2016-07-01,9.57,10.49,3.89,,3.83,6.25,7.26,6.85,12.13,8.23
2016-07-04,9.67,10.66,3.96,,3.97,6.43,7.37,7.05,12.17,8.25
2016-07-05,9.72,11.12,4.0,,4.07,6.49,7.59,7.05,12.13,8.34
2016-07-06,9.84,11.07,4.05,,4.07,6.5,7.5,7.06,11.98,8.38
2016-07-07,9.71,10.91,4.04,,4.04,6.52,7.4,7.0,12.23,8.38
2016-07-08,9.68,11.01,4.01,,4.02,6.51,7.36,6.99,12.09,8.29
2016-07-11,9.69,10.83,4.0,,4.07,6.53,7.68,6.98,12.14,8.29
2016-07-12,9.69,10.9,4.06,,4.22,6.87,7.74,7.07,12.15,8.35
2016-07-13,9.79,11.09,4.1,,4.16,7.04,7.91,7.16,12.21,8.44
2016-07-14,9.98,11.06,4.08,,4.17,6.94,7.8,7.15,12.2,8.46
2016-07-15,10.02,11.09,4.07,,4.18,7.04,7.71,7.12,12.22,8.47
2016-07-18,10.03,11.19,4.1,,4.04,7.08,7.74,7.09,12.16,8.45
2016-07-19,10.44,11.19,4.07,,4.06,6.97,7.75,7.06,12.16,8.41
2016-07-20,10.46,11.0,4.05,,4.04,6.99,7.74,7.04,12.4,8.43
2016-07-21,10.63,10.97,4.06,,4.06,6.98,7.8,7.06,12.9,8.4
2016-07-22,10.25,10.8,3.99,,3.98,6.87,7.66,7.0,12.59,8.4
2016-07-25,10.15,10.75,4.01,,4.03,6.85,7.95,7.02,13.39,8.37
2016-07-26,10.15,10.98,4.06,,4.09,6.95,7.97,7.08,13.42,8.37
2016-07-27,10.0,10.28,3.92,,4.11,6.66,7.65,6.85,12.78,8.47
2016-07-28,9.86,10.05,3.96,,4.08,6.79,7.71,6.89,12.87,8.41
2016-07-29,9.9,10.02,3.91,,4.06,6.7,7.62,6.89,12.63,8.38
2016-08-01,9.71,10.24,3.86,,4.15,6.6,7.58,6.83,12.2,8.33
2016-08-02,9.82,10.25,3.89,,4.12,6.72,7.83,6.9,12.31,8.29
2016-08-03,10.03,10.18,3.88,,4.06,6.95,7.96,6.94,12.25,8.2
2016-08-04,10.11,10.21,3.93,,4.06,6.94,7.9,7.02,12.23,8.25
2016-08-05,10.23,10.13,3.91,,4.02,6.88,7.89,7.05,12.63,8.27
2016-08-08,10.98,10.25,3.95,,4.15,7.04,7.82,7.21,12.75,8.31
2016-08-09,11.08,10.3,4.02,,4.17,7.02,8.38,7.26,12.64,8.31
2016-08-10,10.79,10.31,4.0,,4.32,6.94,8.46,7.16,12.45,8.26
2016-08-11,10.7,10.28,3.96,,4.23,6.79,8.23,7.08,12.5,8.22
2016-08-12,10.84,10.35,4.05,,4.25,6.95,8.38,7.5,12.64,8.27
2016-08-15,10.87,10.54,4.12,,4.34,7.07,8.42,7.64,12.8,8.37
2016-08-16,10.94,10.5,4.2,,4.5,7.11,8.38,7.61,12.78,8.38
2016-08-17,10.68,10.44,4.19,,4.95,7.14,8.37,7.67,12.88,8.35
2016-08-18,10.93,10.44,4.18,,5.0,7.27,8.45,7.77,12.76,8.32
2016-08-19,10.69,10.41,4.18,,4.95,7.3,8.49,7.68,13.15,8.4
2016-08-22,10.65,10.26,4.16,,4.73,7.12,8.26,7.69,12.77,8.59
2016-08-23,10.68,10.32,4.14,,4.77,7.29,8.31,7.62,12.72,8.6
2016-08-24,10.72,10.34,4.15,,4.9,7.14,8.2,7.78,12.55,8.51
2016-08-25,10.66,10.02,4.2,,5.12,7.05,8.07,7.7,12.6,8.7
2016-08-26,10.62,10.04,4.18,,5.05,7.07,8.04,7.75,12.8,8.7
2016-08-29,10.61,10.19,4.29,,5.22,7.08,8.2,7.89,12.71,8.66
2016-08-30,10.56,10.37,4.2,,5.11,6.98,8.1,7.79,12.78,8.67
2016-08-31,10.62,10.3,4.16,,5.16,7.0,8.01,8.08,13.15,8.79
2016-09-01,10.57,10.4,4.1,,5.08,6.9,7.96,7.83,12.75,8.61
2016-09-02,10.93,10.55,4.11,,5.16,6.88,7.98,7.81,12.73,8.66
2016-09-05,10.88,10.41,4.14,,5.68,6.99,8.01,7.77,12.72,8.74
2016-09-06,11.0,10.49,4.3,,5.65,7.06,8.08,7.8,12.99,8.7
2016-09-07,10.9,10.84,4.56,,5.5,7.07,8.19,7.74,12.87,8.66
2016-09-08,10.83,10.84,4.62,,5.64,7.18,8.29,7.74,12.89,8.83
2016-09-09,10.51,10.64,4.51,,5.56,7.11,8.11,7.68,12.9,8.64
2016-09-12,10.57,10.25,4.4,,5.68,6.89,7.67,7.5,12.66,8.59
2016-09-13,10.4,10.27,4.46,,5.68,6.86,7.82,7.56,12.57,8.8
2016-09-14,10.35,10.14,4.37,,5.68,6.78,7.75,7.51,12.55,8.99
2016-09-19,9.92,10.21,4.41,,5.68,6.86,7.76,7.59,12.6,9.41
2016-09-20,9.72,10.22,4.42,,5.68,6.83,8.11,7.59,12.54,9.32
2016-09-21,9.74,10.17,4.38,,5.68,6.85,8.2,7.6,12.46,9.17
2016-09-22,10.03,10.85,4.39,,5.68,6.88,8.1,7.78,13.02,9.18
2016-09-23,10.03,10.98,4.39,,5.68,6.85,8.1,7.68,12.9,9.15
2016-09-26,9.69,10.92,4.21,,5.68,6.72,7.82,7.48,13.01,8.97
2016-09-27,9.77,11.16,4.24,,5.68,6.72,7.85,7.67,12.95,9.38
2016-09-28,9.57,11.25,4.19,,5.68,6.71,7.74,7.64,13.36,9.3
2016-09-29,9.57,11.08,4.18,,5.11,6.73,7.75,7.63,13.8,9.26
2016-09-30,9.66,11.05,4.19,,5.09,6.74,7.84,7.66,13.62,9.19
2016-10-10,9.17,11.34,4.3,,5.39,6.88,7.92,7.52,13.99,9.38
2016-10-11,9.18,11.22,4.29,,5.45,6.93,7.95,7.55,13.9,9.35
2016-10-12,9.16,11.06,4.29,,5.3,6.91,7.98,7.57,13.65,9.47
2016-10-13,9.17,11.14,4.39,,5.31,6.93,7.96,7.58,13.68,9.32
2016-10-14,9.1,10.96,4.38,,5.32,7.07,8.08,7.57,13.66,9.21
2016-10-17,9.04,10.74,4.32,,5.85,6.94,7.83,7.51,13.87,9.13
2016-10-18,9.15,10.88,4.38,,5.92,7.19,7.94,7.61,14.1,9.3
2016-10-19,9.15,10.79,4.37,,5.85,7.11,7.96,7.57,13.97,9.29
2016-10-20,9.19,10.97,4.38,,6.0,7.02,8.08,7.58,15.08,9.21
2016-10-21,9.25,10.7,4.34,,6.1,7.2,8.03,7.56,14.9,9.09
2016-10-24,9.39,10.8,4.37,,6.1,7.45,8.15,7.63,14.66,9.2
2016-10-25,9.29,10.84,4.36,,6.19,7.45,8.14,7.68,14.51,9.27
2016-10-26,9.18,10.7,4.29,,6.16,7.32,8.06,7.75,14.74,9.26
2016-10-27,9.1,10.76,4.29,,6.39,7.34,8.05,7.75,14.53,9.18
2016-10-28,9.08,10.6,4.25,,6.39,7.14,7.96,7.7,14.19,9.22
2016-10-31,9.07,10.87,4.24,,6.33,7.11,7.96,7.52,14.21,9.26
2016-11-01,9.1,10.9,4.29,,6.37,7.17,8.18,7.56,14.22,9.42
2016-11-02,9.03,10.7,4.21,,6.29,7.06,8.23,7.46,13.77,9.56
2016-11-03,9.06,10.71,4.24,,6.36,7.26,8.29,7.53,13.94,9.59
2016-11-04,9.03,10.92,4.23,,6.36,7.18,8.47,7.47,13.93,9.53
2016-11-07,9.0,11.02,4.24,,6.95,7.13,8.39,7.46,14.1,9.59
2016-11-08,8.98,10.98,4.25,,7.0,7.24,8.25,7.52,14.58,9.66
2016-11-09,9.01,11.24,4.18,,6.91,7.13,8.14,7.47,14.2,9.54
2016-11-10,9.14,11.28,4.22,,6.95,7.31,8.25,7.56,14.51,9.65
2016-11-11,9.15,11.16,4.26,,6.98,7.6,8.3,7.62,14.25,9.68
2016-11-14,9.2,11.45,4.3,,7.01,7.88,8.46,7.64,14.7,9.52
2016-11-15,9.19,11.43,4.31,,6.96,7.79,8.34,7.65,14.29,9.47
2016-11-16,9.17,11.26,4.29,,7.11,7.75,8.28,7.59,14.36,9.57
2016-11-17,9.14,11.17,4.28,,7.05,8.04,8.34,7.6,14.08,9.6
2016-11-18,9.14,11.04,4.28,,6.97,8.01,8.26,7.59,13.97,9.42
2016-11-21,9.13,11.08,4.29,,6.79,8.01,8.28,7.64,13.79,9.4
2016-11-22,9.1,11.16,4.35,,6.76,7.94,8.29,7.68,13.81,9.41
2016-11-23,9.26,10.91,4.31,,6.81,7.88,8.34,7.71,13.9,9.27
2016-11-24,9.15,10.84,4.29,,6.84,7.86,8.16,7.78,13.92,9.34
2016-11-25,9.22,10.96,4.41,,6.84,7.8,8.08,8.0,13.8,9.25
2016-11-28,9.23,11.17,4.38,,6.8,8.3,8.3,7.93,13.72,9.29
2016-11-29,9.15,11.01,4.38,,6.85,8.19,8.06,7.85,13.53,9.3
2016-11-30,9.15,11.14,4.32,,6.73,7.89,7.88,7.83,13.4,9.29
2016-12-01,9.25,11.15,4.35,,6.8,7.91,7.94,8.03,13.83,9.37
2016-12-02,9.15,10.76,4.26,,6.78,7.86,7.77,7.89,13.72,9.22
2016-12-05,9.12,10.54,4.24,,6.44,7.52,7.71,7.68,13.43,8.99
2016-12-06,9.06,10.51,4.26,,6.4,7.51,7.8,7.67,13.75,9.13
2016-12-07,9.08,10.62,4.27,,6.6,7.63,7.94,7.72,14.15,9.23
2016-12-08,9.01,10.53,4.25,,6.54,7.5,7.83,7.65,14.1,9.17
2016-12-09,8.96,10.49,4.23,,6.57,7.52,7.85,7.69,14.43,9.09
2016-12-12,8.74,10.03,4.08,,6.5,7.16,7.4,7.45,14.23,9.02
2016-12-13,8.88,10.06,4.09,,6.62,7.33,7.2,7.46,14.25,9.13
2016-12-14,9.05,10.14,4.09,,6.72,7.39,7.14,7.46,14.26,9.04
2016-12-15,9.03,10.16,4.09,,6.67,7.39,7.21,7.47,14.69,9.03
2016-12-16,9.0,10.25,4.1,,6.71,7.45,7.34,7.53,14.29,9.09
2016-12-19,8.86,10.22,4.1,,6.68,7.56,7.35,7.48,14.29,8.66
2016-12-20,8.87,10.22,4.1,,6.69,7.39,7.33,7.37,14.56,8.81
2016-12-21,8.84,10.45,4.19,,6.65,7.61,7.37,7.4,14.73,8.79
2016-12-22,8.85,10.47,4.17,,6.69,7.57,7.37,7.41,14.52,8.78
2016-12-23,8.87,10.39,4.13,,6.66,7.5,7.34,7.37,14.58,8.72
2016-12-26,8.85,10.46,4.15,,6.76,7.28,7.65,7.3,14.65,8.74
2016-12-27,8.81,10.37,4.19,,6.65,7.18,7.56,7.17,14.62,8.73
2016-12-28,8.78,10.31,4.17,,6.65,7.1,7.4,7.03,14.46,8.68
2016-12-29,8.71,10.42,4.12,,6.62,7.14,7.4,7.04,14.52,8.69
2016-12-30,8.9,10.58,4.11,,6.62,7.09,7.44,7.02,14.39,8.58
2017-01-03,8.77,10.63,4.14,,6.95,7.2,7.57,7.19,14.39,8.93
2017-01-04,8.73,10.96,4.17,,7.65,7.26,7.63,7.21,14.7,8.94
2017-01-05,8.72,10.98,4.16,,7.59,7.26,7.67,7.19,15.0,9.12
2017-01-06,8.69,10.95,4.19,,7.65,7.35,7.67,7.17,14.98,9.08
2017-01-09,8.67,11.16,4.21,,7.55,7.44,7.71,7.19,15.15,9.1
2017-01-10,8.26,11.0,4.18,,7.36,7.32,8.48,7.2,15.2,9.0
2017-01-11,8.3,11.15,4.12,,7.44,7.22,9.33,7.16,15.01,8.9
2017-01-12,8.32,10.88,4.1,,7.29,7.15,9.46,7.07,15.04,8.84
2017-01-13,8.33,10.84,4.12,,7.41,7.09,8.8,7.02,14.95,9.06
2017-01-16,8.34,10.96,4.16,,7.04,6.81,8.62,6.99,13.46,9.18
2017-01-17,8.26,10.87,4.15,,6.98,6.84,9.48,7.04,12.92,9.02
2017-01-18,8.25,10.89,4.15,,7.02,6.84,10.43,7.09,12.82,9.07
2017-01-19,8.22,11.22,4.14,,6.87,6.82,10.68,7.06,12.28,9.07
2017-01-20,8.26,11.23,4.17,,6.89,6.88,11.75,7.1,12.81,9.05
2017-01-23,8.26,11.29,4.18,,6.93,6.98,11.03,7.14,13.01,9.1
2017-01-24,8.2,11.13,4.17,,7.05,7.02,10.86,7.13,13.08,8.96
2017-01-25,8.19,11.45,4.17,,7.2,7.0,10.55,7.15,13.38,8.95
2017-01-26,8.21,11.32,4.18,,7.29,7.03,10.28,7.19,13.88,9.04
2017-02-03,8.2,11.3,4.15,,7.21,6.99,10.4,7.12,13.85,8.96
2017-02-06,8.22,11.22,4.18,,7.12,7.08,10.53,7.15,13.66,8.95
2017-02-07,8.2,11.51,4.15,,7.15,7.15,10.88,7.16,13.68,8.96
2017-02-08,8.22,11.44,4.17,,7.09,7.24,11.05,7.17,13.68,8.94
2017-02-09,8.36,11.63,4.2,,7.14,7.37,12.16,7.21,13.73,8.92
2017-02-10,8.34,11.55,4.22,,7.31,7.69,12.43,7.22,13.84,8.9
2017-02-13,8.35,11.58,4.25,,7.31,7.76,11.85,7.26,13.79,8.78
2017-02-14,8.3,11.4,4.24,,7.34,7.9,12.45,7.25,13.78,8.68
2017-02-15,8.28,11.32,4.29,,7.12,7.66,11.6,7.24,13.68,8.62
2017-02-16,8.29,11.36,4.31,,7.15,8.05,11.77,7.26,13.84,8.62
2017-02-17,8.25,11.01,4.25,,7.01,7.84,11.79,7.22,13.38,8.29
2017-02-20,8.27,11.15,4.28,,7.28,7.87,12.15,7.34,13.4,8.29
2017-02-21,8.33,11.25,4.33,,7.29,7.86,11.91,7.33,13.37,8.34
2017-02-22,8.35,11.86,4.33,,7.33,8.06,11.93,7.35,13.39,8.39
2017-02-23,8.3,12.08,4.33,,7.19,7.91,11.25,7.33,13.23,8.45
2017-02-24,8.34,12.02,4.33,,7.27,7.79,11.04,7.31,13.24,8.43
2017-02-27,8.26,11.84,4.33,,7.23,7.81,11.1,7.26,13.3,8.39
2017-02-28,8.27,11.91,4.33,,7.23,7.96,11.27,7.23,13.39,8.38
2017-03-01,8.28,12.08,4.33,,7.19,7.89,11.56,7.24,13.5,8.32
2017-03-02,8.25,11.85,4.33,,7.17,7.83,11.17,7.2,13.44,8.34
2017-03-03,8.37,12.13,4.33,,7.19,7.61,10.95,7.19,13.39,8.46
2017-03-06,8.4,12.22,4.32,,7.26,7.63,10.95,7.23,13.41,8.62
2017-03-07,8.38,12.0,4.28,,7.27,7.5,10.79,7.22,13.37,8.64
2017-03-08,8.36,11.92,4.53,,7.25,7.46,10.89,7.26,13.37,8.64
2017-03-09,8.36,11.83,4.4,,7.18,7.44,10.84,7.2,13.2,8.55
2017-03-10,8.4,11.83,4.36,,7.18,7.43,11.0,7.24,13.2,8.54
2017-03-13,8.41,12.15,4.37,,7.19,7.48,10.95,7.38,13.03,8.51
2017-03-14,8.44,12.07,4.34,,7.19,7.49,11.04,7.39,12.89,8.49
2017-03-15,8.42,11.91,4.39,,7.1,7.51,10.84,7.37,12.9,8.38
2017-03-16,8.45,12.32,4.36,,7.22,7.59,11.01,7.37,12.9,8.28
2017-03-17,8.36,11.92,4.3,,7.12,7.47,11.79,7.33,12.88,8.26
2017-03-20,8.45,11.98,4.31,,7.11,7.38,12.97,7.34,12.88,8.33
2017-03-21,8.44,11.79,4.33,,7.11,7.48,12.34,7.35,12.97,8.23
2017-03-22,8.39,11.83,4.29,,7.24,8.23,13.57,7.31,12.99,8.0
2017-03-23,8.37,11.7,4.28,,7.22,9.05,14.93,7.3,13.19,7.89
2017-03-24,8.37,11.76,4.31,,7.61,9.5,16.42,7.37,13.42,7.78
